Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,FDM52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-185.752,15.1,147.21,4.2
Low Fat,FDH58,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-185.843,12.3,115.18,4.2
Regular,FDL24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-185.934,12.84,172.34,4.2
Low Fat,FDF46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-186.026,7.07,113.38,4.2
Low Fat,NCO54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,-186.117,19.5,57.26,4.2
Low Fat,NCR17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,-186.209,9.8,116.25,4.2
Regular,FDU44,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-186.3,12.84,162.16,4.2
Regular,FDJ03,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,-186.392,12.35,49.17,4.2
Regular,FDZ08,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,-186.483,12.84,84.16,4.2
Low Fat,NCK42,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-186.574,7.48,217.62,4.2
Low Fat,DRK12,Soft Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,-186.666,9.5,32.89,4.2
Low Fat,NCR30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,-186.757,20.6,74.47,4.2
Low Fat,NCZ41,Health and Hygiene,2014,OUT013,Tier 3,High,Supermarket Type1,-186.849,19.85,126.17,4.2
Regular,FDN52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,-186.94,12.84,86.92,4.2
Low Fat,FDA43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,-187.032,10.9,196.68,4.2
Low Fat,NCO18,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,-187.123,13.15,176.87,4.2
Low Fat,FDZ33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,-187.214,10.2,147.61,4.2
Low Fat,NCY05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-187.306,13.5,35.29,4.2
Low Fat,FDO34,Snack Foods,2011,OUT010,Tier 3,Medium,Grocery Store,-187.397,17.7,165.98,4.2
LF,FDX20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-187.489,7.37,227.07,4.2
LF,NCD19,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-187.58,8.93,53.26,4.2
Low Fat,FDZ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-187.671,9.17,141.75,4.2
Low Fat,FDA23,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-187.763,9.8,102.8,4.2
Low Fat,FDO12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-187.854,15.75,194.35,4.2
Low Fat,FDH24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-187.946,20.7,156.63,4.2
Low Fat,FDW47,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.037,15,121.54,4.2
Low Fat,FDW25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.129,5.18,83.42,4.2
Low Fat,FDC38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.22,15.7,132.29,4.2
Low Fat,FDB15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.311,10.9,263.76,4.2
Low Fat,DRC27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.403,13.8,246.98,4.2
Low Fat,FDS50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.494,17,219.81,4.2
Low Fat,DRH51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.586,17.6,89.39,4.2
Low Fat,FDB05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.677,5.16,247.28,4.2
Low Fat,FDO16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.768,5.48,83.03,4.2
Low Fat,FDZ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.86,9.31,62.35,4.2
Low Fat,FDH16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-188.951,10.5,88.58,4.2
Low Fat,FDL16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.043,12.85,47.31,4.2
Low Fat,FDD08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.134,8.3,36.25,4.2
Low Fat,FDN31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.226,11.5,189.25,4.2
Low Fat,FDV43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.317,16,46.21,4.2
Low Fat,FDI32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.408,17.7,113.28,4.2
Low Fat,FDE08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.5,18.2,146.47,4.2
Low Fat,DRK11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.591,8.21,149.94,4.2
Low Fat,DRP47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.683,15.75,252.94,4.2
Low Fat,NCM53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.774,18.75,104.83,4.2
Low Fat,NCV54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.865,11.1,119.61,4.2
Low Fat,NCG42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-189.957,19.2,130.13,4.2
Low Fat,FDV03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.048,17.6,154.43,4.2
Low Fat,FDL15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.14,17.85,152.67,4.2
Low Fat,FDL10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.231,8.4,99.1,4.2
Low Fat,FDX09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.323,9,175.44,4.2
Low Fat,FDI46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.414,9.5,253.67,4.2
Low Fat,FDZ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.505,10.2,149.01,4.2
Low Fat,FDQ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.597,16.75,38.98,4.2
Low Fat,FDV45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.688,16.75,187.96,4.2
Low Fat,FDU34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.78,18.25,122.6,4.2
Low Fat,FDY46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.871,18.6,185.09,4.2
Low Fat,FDP10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-190.962,19,104.96,4.2
Low Fat,FDR21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.054,19.7,178.34,4.2
Low Fat,DRK49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.145,14.15,41.51,4.2
Low Fat,DRE25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.237,15.35,91.91,4.2
Regular,FDB49,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.328,8.3,98.24,4.2
Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.42,9.1,173.61,4.2
Regular,FDR59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.511,14.5,263.16,4.2
Regular,FDV13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.602,17.35,88.09,4.2
Regular,FDU26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.694,16.7,120.78,4.2
Regular,FDA03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.785,18.5,146.31,4.2
Regular,FDN28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.877,5.88,104.1,4.2
Regular,FDI53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-191.968,8.9,162.12,4.2
Regular,FDR28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.059,13.85,164.92,4.2
Regular,FDF29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.151,15.1,130.53,4.2
Regular,FDY04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.242,17.7,161.92,4.2
Regular,FDV19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.334,14.85,160.96,4.2
Regular,FDH20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.425,16.1,97.34,4.2
Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.517,17.7,50.2,4.2
Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.608,19.35,122.11,4.2
Regular,FDR20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.699,20,45.57,4.2
Regular,FDV20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.791,20.2,125.97,4.2
Regular,FDO27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.882,6.18,94.18,4.2
Regular,FDX51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,-192.974,9.5,195.95,4.2
Regular,FDR27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.065,15.1,134.49,4.2
Regular,FDU33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.156,7.63,46.94,4.2
Regular,FDC10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.248,9.8,121.61,4.2
Regular,FDF11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.339,10.2,240.15,4.2
Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.431,17.7,183.79,4.2
low fat,FDO24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.522,11.1,156.46,4.2
low fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,-193.614,21.1,144.68,4.2
LF,FDH33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-193.705,12.84,44.94,4.2
Low Fat,FDK24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,-193.796,12.84,46.67,4.2
Low Fat,FDN60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,-193.888,12.84,157.66,4.2
Low Fat,FDW36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,-193.979,12.84,107.46,4.2
Low Fat,FDR23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,-194.071,12.84,175.84,4.2
Low Fat,FDA13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-194.162,12.84,38.85,4.2
Low Fat,FDH38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-194.253,12.84,115.28,4.2
Low Fat,FDS01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-194.345,12.84,179.67,4.2
Low Fat,FDY13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-194.436,12.84,74.97,4.2
Low Fat,FDL40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-194.528,12.84,98.24,4.2
Low Fat,NCK05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,-194.619,12.84,61.15,4.2
Low Fat,NCM05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,-194.711,12.84,266.02,4.2
Low Fat,NCY29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,-194.802,12.84,56.29,4.2
Low Fat,NCG30,Household,2018,OUT019,Tier 1,Small,Grocery Store,-194.893,12.84,125.8,4.2
Low Fat,FDG31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,-194.985,12.84,65.08,4.2
Low Fat,FDV15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,-195.076,12.84,103.36,4.2
Low Fat,FDE46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-195.168,12.84,149.54,4.2
Low Fat,DRF25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,-195.259,12.84,36.02,4.2
Low Fat,DRF49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,-195.35,12.84,112.05,4.2
Low Fat,DRH37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,-195.442,12.84,165.25,4.2
Regular,FDH14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,-195.533,12.84,142.08,4.2
Regular,FDE51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,-195.625,12.84,43.41,4.2
Regular,FDL52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-195.716,12.84,39.85,4.2
Regular,FDY28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,-195.808,12.84,215.62,4.2
Regular,FDE56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,-195.899,12.84,63.22,4.2
Regular,FDH45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,-195.99,12.84,42.38,4.2
Regular,FDH56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,-196.082,12.84,115.95,4.2
Regular,FDO56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,-196.173,12.84,116.38,4.2
Regular,FDT55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,-196.265,12.84,155.89,4.2
Regular,FDY03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,-196.356,12.84,112.62,4.2
Regular,FDS21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,-196.448,12.84,62.72,4.2
LF,FDB50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-196.539,13,79.7,4.2
LF,NCN30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-196.63,16.35,95.74,4.2
LF,FDV15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-196.722,10.3,103.36,4.2
Low Fat,FDZ12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-196.813,9.17,144.95,4.2
Low Fat,FDS23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,-196.905,4.64,127.1,4.2
Low Fat,FDR35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,-196.996,12.5,198.87,4.2
Low Fat,FDX13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.087,7.73,249.11,4.2
Low Fat,FDG02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.179,7.86,189.52,4.2
Low Fat,FDO50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.27,16.25,91.38,4.2
Low Fat,FDC28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.362,7.91,108.63,4.2
Low Fat,FDH41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.453,9,213.35,4.2
Low Fat,FDC17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.545,12.15,211.89,4.2
Low Fat,FDG40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.636,13.65,32.86,4.2
Low Fat,FDG29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.727,17.6,42.55,4.2
Low Fat,FDD05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.819,19.35,122.01,4.2
Low Fat,FDO32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-197.91,6.36,45.81,4.2
Low Fat,DRH59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.002,10.8,74.74,4.2
Low Fat,NCM17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.093,7.93,42.71,4.2
Low Fat,NCP29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.184,8.42,63.22,4.2
Low Fat,NCN41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.276,17,122.37,4.2
Low Fat,NCP17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.367,19.35,65.62,4.2
Low Fat,NCA05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.459,20.75,150.07,4.2
Low Fat,NCB31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.55,6.24,261.69,4.2
Low Fat,NCE07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.642,8.18,142.62,4.2
Low Fat,NCD19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.733,8.93,55.16,4.2
Low Fat,NCP18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.824,12.15,150.47,4.2
Low Fat,NCG06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-198.916,16.35,257.66,4.2
Low Fat,NCC30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.007,16.6,178.73,4.2
Low Fat,NCI30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.099,20.25,246.65,4.2
Low Fat,FDS03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.19,7.83,63.48,4.2
Low Fat,FDL43,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.281,10.1,76.37,4.2
Low Fat,FDV03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.373,17.6,156.23,4.2
Low Fat,NCL31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.464,7.39,142.75,4.2
Low Fat,FDR58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.556,6.68,92.35,4.2
Low Fat,FDF22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.647,6.87,214.02,4.2
Low Fat,FDZ10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.739,17.85,127.1,4.2
Low Fat,FDW45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.83,18,147.74,4.2
Low Fat,FDN45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-199.921,19.35,224.81,4.2
Low Fat,DRZ24,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.013,7.54,120.84,4.2
Regular,FDS36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.104,8.38,107.96,4.2
Regular,FDJ60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.196,19.35,166.92,4.2
Regular,FDB37,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.287,20.25,241.85,4.2
Regular,FDG38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.378,8.98,86.42,4.2
Regular,FDI38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.47,13.35,207.76,4.2
Regular,FDI02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.561,15.7,112.02,4.2
Regular,FDD38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.653,16.75,103.57,4.2
Regular,FDY49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.744,17.2,163.12,4.2
Regular,FDE05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.836,10.9,144.81,4.2
Regular,FDQ40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-200.927,11.1,177.27,4.2
Regular,FDI16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.018,14,54.56,4.2
Regular,FDV28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.11,16.1,34.36,4.2
Regular,FDZ43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.201,11,241.75,4.2
Regular,FDV19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.293,14.85,161.26,4.2
Regular,FDZ31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.384,15.35,191.15,4.2
Regular,FDS32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.475,17.75,140.58,4.2
Regular,FDQ32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.567,17.85,122.94,4.2
Regular,FDS27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.658,10.2,196.31,4.2
Regular,FDH31,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.75,12,98.6,4.2
Regular,FDL58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.841,5.78,262.26,4.2
Regular,FDH46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-201.933,6.94,103.53,4.2
Regular,FDS58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-202.024,9.29,161.56,4.2
Regular,FDU46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-202.115,10.3,87.25,4.2
Regular,FDY57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-202.207,20.2,94.58,4.2
Regular,FDH47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-202.298,13.5,96.41,4.2
Regular,FDE11,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,-202.39,17.7,184.39,4.2
LF,FDV38,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-202.481,19.25,54.4,4.2
LF,NCM06,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,-202.572,7.48,155.27,4.2
LF,NCO43,Others,2015,OUT045,Tier 2,Medium,Supermarket Type1,-202.664,5.5,103.1,4.2
LF,FDB51,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,-202.755,6.92,64.29,4.2
LF,FDP33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,-202.847,18.7,256.47,4.2
Low Fat,FDK48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-202.938,7.45,74.74,4.2
Low Fat,FDZ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.03,17.75,111.45,4.2
Low Fat,FDP24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.121,20.6,121.08,4.2
Low Fat,FDS37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.212,7.66,117.25,4.2
Low Fat,FDU13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.304,8.36,146.94,4.2
Low Fat,FDX01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.395,10.1,116.72,4.2
Low Fat,FDA13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.487,15.85,37.25,4.2
Low Fat,FDZ15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.578,13.1,120.18,4.2
Low Fat,DRF51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.669,15.75,37.45,4.2
Low Fat,FDD39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.761,16.7,216.39,4.2
Low Fat,FDS50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.852,17,220.51,4.2
Low Fat,FDO16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-203.944,5.48,81.93,4.2
Low Fat,FDK40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.035,7.04,262.79,4.2
Low Fat,FDC28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.127,7.91,109.23,4.2
Low Fat,FDE29,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.218,8.91,61.49,4.2
Low Fat,FDH41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.309,9,214.15,4.2
Low Fat,FDX40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.401,12.85,38.12,4.2
Low Fat,FDS40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.492,15.35,36.72,4.2
Low Fat,FDJ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.584,18,120.31,4.2
Low Fat,FDP19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.675,11.5,128.87,4.2
Low Fat,FDD33,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.766,12.85,233.26,4.2
Low Fat,FDZ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.858,16.25,166.95,4.2
Low Fat,FDY55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-204.949,16.75,258.1,4.2
Low Fat,FDI32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-205.041,17.7,115.08,4.2
Low Fat,FDL44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,-205.132,18.25,160.49,4.2
Low Fat,DRK47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,-205.224,7.91,229.47,4.2
Low Fat,DRP35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.315,18.85,127.43,4.2
Low Fat,NCH29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.406,5.51,99.77,4.2
Low Fat,NCY05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.498,13.5,37.09,4.2
Low Fat,NCV41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.589,14.35,109.52,4.2
Low Fat,NCM41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.681,16.5,95.21,4.2
Low Fat,NCW41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.772,18,159.36,4.2
Low Fat,NCA17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.863,20.6,149.64,4.2
Low Fat,NCO26,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-205.955,7.24,117.35,4.2
Low Fat,NCR42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.046,9.11,33.89,4.2
Low Fat,NCF42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.138,17.35,176.37,4.2
Low Fat,NCM19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.229,12.65,113.82,4.2
Low Fat,NCQ38,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.321,16.35,106.03,4.2
Low Fat,FDQ46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.412,7.51,112.45,4.2
Low Fat,FDI22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.503,12.6,210.86,4.2
Low Fat,FDH33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.595,12.85,43.14,4.2
Low Fat,FDB34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.686,15.25,87.02,4.2
Low Fat,FDV45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-206.778,16.75,187.96,4.2
